,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
10,-7.275957614183426e-12,2.1827872842550278e-11,9.00399754755199e-11,-3.143441063002683e-11,4.9112713895738125e-11,-5.093170329928398e-11,1.3460521586239338e-10,8975.246559033332,-1.7053025658242404e-12,6165.5515335097825,-6.548361852765083e-11,1.2441603303159354e-11,6.184563972055912e-11,41792.28418765378,0.0,2729.903160748234,3.637978807091713e-11,3969.8071870691892,-2.1827872842550278e-11,15530.412325743542,6.548361852765083e-11,-1.0913936421275139e-11,-7.275957614183426e-12,3.637978807091713e-12,9.860761315262648e-31,1.9721522630525295e-30,7.888609052210118e-31,3.1554436208840472e-30,-7.888609052210118e-31,0.0,3.944304526105059e-31,2.465190328815662e-30,0.0,2.6131017485446016e-30,18191.863821914056,15921.186546828609,18984.53248709722,73472.84426612336,-1.4791141972893971e-30,11968.413681781081,7.395570986446986e-32,224078.1368880935
11,1.7462298274040222e-10,-1.4551915228366852e-11,22526.241335963132,25979.697217938552,-5.4569682106375694e-12,-6.548361852765083e-11,446.4825992855622,5163.1914012623165,-9.276845958083868e-11,8.003553375601768e-11,-2.034994395216927e-11,7.275957614183426e-12,137097.2722666951,111501.38205576246,51293.80762221516,5.638867150992155e-11,4.990852175978944e-11,-2.6417978915560525e-11,2.9103830456733704e-11,12150.096001870874,1.8189894035458565e-12,-3.657874003692996e-11,1.8417267710901797e-11,-1.4551915228366852e-11,-3.944304526105059e-30,3.944304526105059e-31,-3.1554436208840472e-30,4.398823992980447e-31,-4.338734978715565e-30,2.5637979419682884e-30,5.423418723394456e-31,3.549874073494553e-30,9.860761315262648e-31,1.3805065841367707e-30,-1.1832913578315177e-30,6167.305642200385,1.7749370367472766e-30,-1.9721522630525295e-30,50827.19027604404,1.2818989709841442e-30,5.9164567891575885e-31,-2.465190328815662e-32
12,-4.547473508864641e-11,-4.638422979041934e-11,1.4551915228366852e-11,1.4551915228366852e-11,1.177369313154486e-11,-1.335000998636815e-10,1.659827830735594e-11,9810.30230726716,5.820766091346741e-11,8.122924555209465e-11,-3.637978807091713e-11,140834.80778787902,-4.001776687800884e-11,176384.50036314852,104347.47935600595,1.4551915228366852e-11,-1.8189894035458565e-12,3.637978807091713e-11,-2.1827872842550278e-11,43163.3378719519,2.3646862246096134e-11,2.9331204132176936e-11,-2.1827872842550278e-11,1.0174971976084635e-11,2.3665827156630354e-30,4.979684464207637e-30,7.888609052210118e-31,2.7610131682735413e-30,-1.2079432611196743e-30,7.888609052210118e-31,-3.944304526105059e-30,-2.3665827156630354e-30,4.930380657631324e-31,-1.4791141972893971e-30,0.0,9.860761315262648e-31,-9.860761315262648e-31,1.5777218104420236e-30,18142.369075245853,8573.693825904402,-6.902532920683853e-31,-2.9582283945787943e-31
13,-5.820766091346741e-11,8.731149137020111e-11,0.0,-3.637978807091713e-12,9.00399754755199e-11,2.2737367544323206e-11,-1.2732925824820995e-11,20811.876406808733,-1.999467258428922e-10,5.820766091346741e-11,23821.18406472031,168547.03716450493,259549.44224779546,-1.1642242725429242e-11,65807.65129203645,1.2641976354643703e-10,-9.322320693172514e-11,2270.451945600369,5.4569682106375694e-12,25041.72644026309,1.8189894035458565e-12,1.4551915228366852e-11,1.9326762412674725e-12,-1.4551915228366852e-11,3.106139814307734e-30,-1.1832913578315177e-30,1.5777218104420236e-30,-2.5637979419682884e-30,-2.3665827156630354e-30,0.0,-4.338734978715565e-30,-7.888609052210118e-30,-6.656013887802287e-30,-3.821045009664276e-31,-7.395570986446986e-31,1.3805065841367707e-30,-1.1832913578315177e-30,3.1554436208840472e-30,-5.9164567891575885e-31,3516.1236833319213,-3.6053408558929055e-31,-2.2186712959340957e-31
14,-5.820766091346741e-10,-5.093170329928398e-11,-7.003109203651547e-11,2.546585164964199e-11,-3.2741809263825417e-11,5.4569682106375694e-11,5.4569682106375694e-11,12042.431958941808,2.9103830456733704e-11,3.637978807091713e-11,8.661917016983267e-11,65313.10396990561,129340.98274997881,55433.32178097706,-4.3714365460800764e-11,4.3655745685100555e-11,-5.4569682106375694e-11,2117.8874471652575,3.752731458916969e-11,36696.52647727359,10273.166141622507,-7.534861623526012e-12,1.9099388737231493e-11,23283.718436039893,-2.5637979419682884e-30,106938.76221811552,95067.57912235001,-2.9582283945787943e-31,1.7256332301709633e-30,1.9228484564762163e-30,4.206230998541723e-30,5.9164567891575885e-31,3.944304526105059e-31,-5.127595883936577e-30,-2.1693674893577825e-30,1.5777218104420236e-30,-1.5777218104420236e-30,4.930380657631324e-32,-1.5777218104420236e-30,31461.432351946,-9.860761315262648e-32,6.162975822039155e-32
15,0.0,6.141931407910306e-11,-1.8189894035458565e-12,-6.480149750132114e-11,-1.0550449403012863e-12,2.233591089861875e-11,5.093170329928398e-11,-8.003553375601768e-11,17134.199567050986,110059.87394430107,11401.695463395232,-3.637978807091713e-11,2.1827872842550278e-11,-2.2737367544323206e-11,2.3987922759260982e-11,-7.048583938740194e-12,116090.94785135235,38424.3341340735,14338.632954873203,0.0,2.7284841053187847e-11,-7.275957614183426e-12,4.001776687800884e-11,1.4551915228366852e-11,6.1136720154628415e-30,1.5777218104420236e-30,-3.944304526105059e-30,7.888609052210118e-31,7.888609052210118e-31,3.254051234036674e-30,-2.662405555120915e-30,4828.606216908269,-7.888609052210118e-31,43485.943363169434,44538.8377024439,14401.15684183826,142933.72767824857,283680.1833565203,0.0,25476.025457321142,3.944304526105059e-31,3.8903784876622164e-32
16,5.820766091346741e-11,4.729372449219227e-11,5.093170329928398e-11,7.275957614183426e-12,-6.002665031701326e-11,32080.265717312708,1.4551915228366852e-11,5.093170329928398e-11,-2.7640112421067897e-11,75042.022662584,1.8189894035458565e-11,1.5006662579253316e-10,-1.000444171950221e-10,6.544098596350523e-11,4.3655745685100555e-11,170524.5388528957,-3.8981706751428646e-11,57782.61408790175,68750.63102051686,-3.183231456205249e-12,6.298250809777528e-11,-3.637978807091713e-11,3.1654678878112463e-12,-2.7284841053187847e-11,3.549874073494553e-30,-1.1832913578315177e-30,-1.7749370367472766e-30,-3.8456969129524326e-30,65952.70128294663,113496.97644979536,228666.21582299398,58222.74811520341,67865.67791140043,26335.255314861,-9.367723249499515e-31,-3.944304526105059e-31,-2.9582283945787943e-30,3.944304526105059e-31,3.944304526105059e-31,-2.0602635580082456e-31,-7.888609052210118e-31,-1.5407439555097887e-32
17,5478.987607450079,0.0,1.4551915228366852e-11,-6.548361852765083e-11,8954.189055388013,5.820766091346741e-11,5376.236260555904,3141.012931882425,-2.9103830456733704e-11,-7.275957614183426e-11,16181.056641741348,-7.185008144006133e-11,2.2082780049004214e-11,16236.130845220812,17979.54062070797,37499.166885994455,38390.51408415495,2.1827872842550278e-11,123111.06406592194,23233.571300411764,74202.61704089456,97902.83517240603,32827.29530159797,26376.860453175363,12297.954462677459,26797.457383491754,20265.047883134488,-3.944304526105059e-31,-1.9721522630525295e-31,3.944304526105059e-31,7.888609052210118e-31,51800.94191488924,82779.8920541776,55377.5348166109,66297.16751115605,18981.438903526316,167220.60697454846,261805.02300568813,-5.669937756276022e-31,32497.496604723496,29172.166652117845,2.465190328815662e-32
18,-1.7462298274040222e-10,3.75823816511911e-11,-2.3590018827235326e-12,7.986500349943526e-12,-4.803268893738277e-11,-4.18367562815547e-11,4.3655745685100555e-11,1.4551915228366852e-11,3.637978807091713e-11,24025.220000636018,-5.820766091346741e-11,7.344169716816396e-11,-4.3655745685100555e-11,3.637978807091713e-11,-1.8189894035458565e-11,23976.845817725214,78265.87859839533,210943.48609034868,-5.4569682106375694e-12,0.0,3.8198777474462986e-11,1.4551915228366852e-11,94337.63694308435,1.4551915228366852e-11,78448.4629277268,-2.3665827156630354e-30,5.0782920773602635e-30,-7.888609052210118e-31,169491.14311675416,198893.28880887682,202313.55991368787,79585.06159288695,102322.10670379826,41476.64145490624,9.860761315262648e-31,-2.3665827156630354e-30,63302.339351311566,-1.3805065841367707e-30,6.902532920683853e-31,-1.9721522630525295e-31,-8.874685183736383e-31,4.6992690643048555e-31
19,-5.820766091346741e-11,-9.458744898438454e-11,3.637978807091713e-11,-1.4551915228366852e-11,1.0913936421275139e-11,-1.3096723705530167e-10,8.731149137020111e-11,17024.362030210275,4.547473508864641e-12,0.0,25371.927247792304,52640.961882114294,182044.65716831817,71774.05807037074,124862.97537773341,-6.730260793119669e-11,-3.433342499192804e-11,9312.12888711088,2.4556356947869062e-11,6.366462912410498e-11,45387.378285655665,22225.730722486107,1.4551915228366852e-11,13075.167293853081,3.549874073494553e-30,95414.58083815545,65259.84820626778,1.4298103907130839e-30,-4.535950205020818e-30,-5.127595883936577e-30,4.930380657631324e-31,1.873544649899903e-30,1.3805065841367707e-30,4416.752279787341,11419.19295711169,5.9164567891575885e-31,17241.90604368669,36674.097261610186,8.874685183736383e-31,36939.755781658605,10157.024332217286,-2.5422275265911513e-31
